n_steps,max_lag,method,mean,std,var,n_valid,time_averaged,n_particles,n_simulations,fitting_fraction,is_diagonal
32,32,OLS,1.0002708494496724,0.07918617598239551,0.006270450466714911,128,True,128,128,1.0,True
32,32,WLS,1.0021334557575352,0.02755544312465212,0.0007593024457959378,128,True,128,128,1.0,True
32,32,WLS_SQRTLAG,1.0014351856429569,0.07160653957240569,0.005127496509534502,128,True,128,128,1.0,True
32,32,GLS,0.9988199421872085,0.014107261843501239,0.000199014836721106,128,True,128,128,1.0,True
45,32,OLS,0.996213351788599,0.06495814186605482,0.004219560194690505,128,True,128,128,0.7111111111111111,False
45,32,WLS,0.9994874594276553,0.025003582612800272,0.0006251791434751281,128,True,128,128,0.7111111111111111,False
45,32,WLS_SQRTLAG,0.9968445520299406,0.05851565568304581,0.003424081960016771,128,True,128,128,0.7111111111111111,False
45,32,GLS,1.0002649460240542,0.013409682242132157,0.0001798195778349545,128,True,128,128,0.7111111111111111,False
45,45,OLS,1.010353322143934,0.07997141191704756,0.006395426724006096,128,True,128,128,1.0,True
45,45,WLS,1.0032538012067724,0.02807226906127137,0.0007880522902484138,128,True,128,128,1.0,True
45,45,WLS_SQRTLAG,1.0101603524915106,0.07277837341220146,0.005296691636525833,128,True,128,128,1.0,True
45,45,GLS,1.0015084626263122,0.01147902795953359,0.00013176808289575392,128,True,128,128,1.0,True
64,32,OLS,1.0033054481863262,0.04925829306468594,0.002426379435646487,128,True,128,128,0.5,False
64,32,WLS,1.0039446719411989,0.01955118853954104,0.0003822489733086809,128,True,128,128,0.5,False
64,32,WLS_SQRTLAG,1.0036023596658141,0.044299214654906986,0.0019624204190415257,128,True,128,128,0.5,False
64,32,GLS,1.001832727960836,0.010035224323402163,0.00010070572722100239,128,True,128,128,0.5,False
64,45,OLS,0.9991676649039595,0.062277398326381926,0.0038784743423028387,128,True,128,128,0.703125,False
64,45,WLS,0.9990322194661261,0.024737340752975075,0.0006119360275288014,128,True,128,128,0.703125,False
64,45,WLS_SQRTLAG,0.9989412482858605,0.05622869788918426,0.0031616664663131544,128,True,128,128,0.703125,False
64,45,GLS,0.9987259316382171,0.010769946804139924,0.00011599175416400376,128,True,128,128,0.703125,False
64,64,OLS,1.0018760056171336,0.08197918787589281,0.0067205872447909315,128,True,128,128,1.0,True
64,64,WLS,0.9987380992099315,0.027343072001137135,0.0007476435864593694,128,True,128,128,1.0,True
64,64,WLS_SQRTLAG,1.0017235692198598,0.07477115249645602,0.0055907252456482825,128,True,128,128,1.0,True
64,64,GLS,0.9971449899452964,0.011325660953248303,0.00012827059602793327,128,True,128,128,1.0,True
90,32,OLS,1.0042838803819245,0.04475881870923147,0.0020033518522458494,128,True,128,128,0.35555555555555557,False
90,32,WLS,1.0001338108673075,0.0171886289019265,0.00029544896352814293,128,True,128,128,0.35555555555555557,False
90,32,WLS_SQRTLAG,1.003416955596808,0.04072245609332233,0.0016583184302725654,128,True,128,128,0.35555555555555557,False
90,32,GLS,0.9989949511756404,0.00935927919543622,8.759610705812523e-05,128,True,128,128,0.35555555555555557,False
90,45,OLS,0.9995407605730637,0.051917027079380965,0.002695377700761176,128,True,128,128,0.5,False
90,45,WLS,1.0007650414024802,0.019676014277088778,0.0003871455378322014,128,True,128,128,0.5,False
90,45,WLS_SQRTLAG,0.9996922808170812,0.04633684384184032,0.0021471030972230955,128,True,128,128,0.5,False
90,45,GLS,1.0002011272332243,0.009471228004015984,8.970415990405658e-05,128,True,128,128,0.5,False
90,64,OLS,1.0041257213221557,0.07204689121918217,0.00519075453434867,128,True,128,128,0.7111111111111111,False
